method,model_name,task_name,train_subset_size,num_train_epochs,seed,accuracy,learning_rate,batch_size,max_length,lora_r,lora_alpha,warmup_ratio,bf16,elapsed_seconds,total_parameters,trainable_parameters,trainable_percentage
full_ft,bert-base-uncased,qnli,1280,2,11,0.6595277320153762,2e-05,16,128,,,0.1,True,4.3,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,2,17,0.6760021965952773,2e-05,16,128,,,0.1,True,4.2,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,2,23,0.6278601501006773,2e-05,16,128,,,0.1,True,5.2,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,5,11,0.5350539996339008,2e-05,16,128,,,0.1,True,1.6,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,5,17,0.5350539996339008,2e-05,16,128,,,0.1,True,1.6,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,5,23,0.5290133626212704,2e-05,16,128,,,0.1,True,1.7,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,5,11,0.562694490206846,2e-05,16,128,,,0.1,True,3.1,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,5,17,0.565806333516383,2e-05,16,128,,,0.1,True,3.5,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,5,23,0.5784367563609738,2e-05,16,128,,,0.1,True,3.0,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,5,11,0.6994325462200256,2e-05,16,128,,,0.1,True,9.0,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,5,17,0.6972359509427055,2e-05,16,128,,,0.1,True,10.6,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,5,23,0.6961376533040454,2e-05,16,128,,,0.1,True,9.3,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,10,11,0.543108182317408,2e-05,16,128,,,0.1,True,2.2,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,10,17,0.5475013728720484,2e-05,16,128,,,0.1,True,2.0,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,80,10,23,0.5418268350723046,2e-05,16,128,,,0.1,True,2.4,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,10,11,0.6825919824272377,2e-05,16,128,,,0.1,True,5.2,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,10,17,0.6745377997437305,2e-05,16,128,,,0.1,True,5.0,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,320,10,23,0.6613582280798096,2e-05,16,128,,,0.1,True,5.2,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,10,11,0.7300018304960645,2e-05,16,128,,,0.1,True,16.9,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,10,17,0.7215815485996705,2e-05,16,128,,,0.1,True,16.9,109483778,109483778,100.0
full_ft,bert-base-uncased,qnli,1280,10,23,0.7309170785282811,2e-05,16,128,,,0.1,True,17.3,109483778,109483778,100.0
ia3,bert-base-uncased,qnli,80,1,11,0.5297455610470437,0.0002,16,128,,,0.1,True,1.6,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,1,17,0.5299286106534871,0.0002,16,128,,,0.1,True,1.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,1,23,0.414607358594179,0.0002,16,128,,,0.1,True,1.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,1,11,0.4495698334248581,0.0002,16,128,,,0.1,True,1.8,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,1,17,0.5301116602599304,0.0002,16,128,,,0.1,True,1.8,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,1,23,0.4276038806516566,0.0002,16,128,,,0.1,True,1.8,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,1,11,0.6199890170236134,0.0002,16,128,,,0.1,True,3.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,1,17,0.5709317224967966,0.0002,16,128,,,0.1,True,3.4,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,1,23,0.5639758374519495,0.0002,16,128,,,0.1,True,2.9,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,2,11,0.5299286106534871,0.0002,16,128,,,0.1,True,1.9,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,2,17,0.5313930075050338,0.0002,16,128,,,0.1,True,1.6,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,2,23,0.42375983891634633,0.0002,16,128,,,0.1,True,1.6,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,2,11,0.534138751601684,0.0002,16,128,,,0.1,True,2.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,2,17,0.5420098846787479,0.0002,16,128,,,0.1,True,2.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,2,23,0.5359692476661175,0.0002,16,128,,,0.1,True,2.1,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,2,11,0.6320702910488742,0.0002,16,128,,,0.1,True,4.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,2,17,0.6322533406553176,0.0002,16,128,,,0.1,True,5.1,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,2,23,0.6209042650558302,0.0002,16,128,,,0.1,True,4.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,5,11,0.5357861980596742,0.0002,16,128,,,0.1,True,1.8,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,5,17,0.534138751601684,0.0002,16,128,,,0.1,True,1.8,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,5,23,0.5332235035694673,0.0002,16,128,,,0.1,True,2.0,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,5,11,0.6046128500823723,0.0002,16,128,,,0.1,True,4.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,5,17,0.5934468240893283,0.0002,16,128,,,0.1,True,3.2,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,5,23,0.6421380194032583,0.0002,16,128,,,0.1,True,3.5,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,5,11,0.656781987918726,0.0002,16,128,,,0.1,True,9.9,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,5,17,0.6611751784733663,0.0002,16,128,,,0.1,True,8.6,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,5,23,0.6558667398865092,0.0002,16,128,,,0.1,True,9.0,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,10,11,0.5504301665751419,0.0002,16,128,,,0.1,True,2.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,10,17,0.5467691744462749,0.0002,16,128,,,0.1,True,2.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,80,10,23,0.5685520776130332,0.0002,16,128,,,0.1,True,2.7,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,10,11,0.6340838367197511,0.0002,16,128,,,0.1,True,5.0,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,10,17,0.6468973091707853,0.0002,16,128,,,0.1,True,5.1,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,320,10,23,0.6313380926231008,0.0002,16,128,,,0.1,True,5.0,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,10,11,0.6743547501372872,0.0002,16,128,,,0.1,True,16.6,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,10,17,0.6750869485630606,0.0002,16,128,,,0.1,True,18.3,109512964,29186,0.0267
ia3,bert-base-uncased,qnli,1280,10,23,0.6803953871499177,0.0002,16,128,,,0.1,True,16.5,109512964,29186,0.0267
lora,bert-base-uncased,qnli,80,1,11,0.41625480505216916,0.0002,16,128,8,16,0.1,True,2.1,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,1,17,0.4171700530843859,0.0002,16,128,8,16,0.1,True,1.9,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,1,23,0.5286472634083836,0.0002,16,128,8,16,0.1,True,1.7,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,1,11,0.5416437854658612,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,1,17,0.5356031484532309,0.0002,16,128,8,16,0.1,True,1.9,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,1,23,0.5315760571114773,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,1,11,0.6706937580084202,0.0002,16,128,8,16,0.1,True,3.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,1,17,0.6556836902800659,0.0002,16,128,8,16,0.1,True,3.4,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,1,23,0.600768808347062,0.0002,16,128,8,16,0.1,True,3.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,2,11,0.5302947098663738,0.0002,16,128,8,16,0.1,True,2.1,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,2,17,0.5299286106534871,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,2,23,0.5363353468790042,0.0002,16,128,8,16,0.1,True,1.8,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,2,11,0.5773384587223137,0.0002,16,128,8,16,0.1,True,2.3,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,2,17,0.547867472084935,0.0002,16,128,8,16,0.1,True,2.5,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,2,23,0.5636097382390628,0.0002,16,128,8,16,0.1,True,2.3,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,2,11,0.7140765147354933,0.0002,16,128,8,16,0.1,True,4.9,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,2,17,0.7164561596192568,0.0002,16,128,8,16,0.1,True,4.8,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,2,23,0.7036426871682225,0.0002,16,128,8,16,0.1,True,5.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,5,11,0.5405454878272011,0.0002,16,128,8,16,0.1,True,2.1,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,5,17,0.5495149185429251,0.0002,16,128,8,16,0.1,True,2.0,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,5,23,0.5475013728720484,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,5,11,0.6836902800658978,0.0002,16,128,8,16,0.1,True,3.6,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,5,17,0.6792970895112576,0.0002,16,128,8,16,0.1,True,3.9,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,5,23,0.6600768808347062,0.0002,16,128,8,16,0.1,True,3.6,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,5,11,0.7977301848801025,0.0002,16,128,8,16,0.1,True,9.6,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,5,17,0.7966318872414424,0.0002,16,128,8,16,0.1,True,10.9,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,5,23,0.7938861431447922,0.0002,16,128,8,16,0.1,True,9.7,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,10,11,0.5632436390261761,0.0002,16,128,8,16,0.1,True,2.7,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,10,17,0.6036976020501555,0.0002,16,128,8,16,0.1,True,2.6,109780228,296450,0.27
lora,bert-base-uncased,qnli,80,10,23,0.6238330587589237,0.0002,16,128,8,16,0.1,True,3.0,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,10,11,0.7210323997803405,0.0002,16,128,8,16,0.1,True,5.7,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,10,17,0.7175544572579169,0.0002,16,128,8,16,0.1,True,7.0,109780228,296450,0.27
lora,bert-base-uncased,qnli,320,10,23,0.7278052352187443,0.0002,16,128,8,16,0.1,True,5.8,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,10,11,0.8129233022149003,0.0002,16,128,8,16,0.1,True,19.8,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,10,17,0.8110928061504667,0.0002,16,128,8,16,0.1,True,17.7,109780228,296450,0.27
lora,bert-base-uncased,qnli,1280,10,23,0.8094453596924767,0.0002,16,128,8,16,0.1,True,17.9,109780228,296450,0.27
bitfit,bert-base-uncased,rte,80,1,11,0.5270758122743683,0.0002,16,128,,,0.1,True,0.1,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,1,17,0.4729241877256318,0.0002,16,128,,,0.1,True,0.1,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,1,23,0.4729241877256318,0.0002,16,128,,,0.1,True,0.2,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,1,11,0.5306859205776173,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,1,17,0.4729241877256318,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,1,23,0.5306859205776173,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,1,11,0.5595667870036101,0.0002,16,128,,,0.1,True,1.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,1,17,0.5523465703971119,0.0002,16,128,,,0.1,True,1.3,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,1,23,0.5523465703971119,0.0002,16,128,,,0.1,True,1.5,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,2,11,0.4657039711191336,0.0002,16,128,,,0.1,True,0.2,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,2,17,0.5270758122743683,0.0002,16,128,,,0.1,True,0.2,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,2,23,0.5270758122743683,0.0002,16,128,,,0.1,True,0.2,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,2,11,0.5342960288808665,0.0002,16,128,,,0.1,True,0.7,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,2,17,0.5487364620938628,0.0002,16,128,,,0.1,True,0.7,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,2,23,0.5523465703971119,0.0002,16,128,,,0.1,True,0.6,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,2,11,0.5667870036101083,0.0002,16,128,,,0.1,True,3.0,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,2,17,0.5703971119133574,0.0002,16,128,,,0.1,True,2.3,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,2,23,0.5667870036101083,0.0002,16,128,,,0.1,True,2.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,5,11,0.5270758122743683,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,5,17,0.5270758122743683,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,5,23,0.4657039711191336,0.0002,16,128,,,0.1,True,0.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,5,11,0.5740072202166066,0.0002,16,128,,,0.1,True,1.5,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,5,17,0.5667870036101083,0.0002,16,128,,,0.1,True,2.0,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,5,23,0.5451263537906137,0.0002,16,128,,,0.1,True,2.1,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,5,11,0.5776173285198556,0.0002,16,128,,,0.1,True,5.7,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,5,17,0.5595667870036101,0.0002,16,128,,,0.1,True,6.0,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,5,23,0.5667870036101083,0.0002,16,128,,,0.1,True,6.3,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,10,11,0.5379061371841155,0.0002,16,128,,,0.1,True,0.8,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,10,17,0.4548736462093863,0.0002,16,128,,,0.1,True,0.8,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,80,10,23,0.4729241877256318,0.0002,16,128,,,0.1,True,0.8,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,10,11,0.5812274368231047,0.0002,16,128,,,0.1,True,4.1,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,10,17,0.516245487364621,0.0002,16,128,,,0.1,True,4.0,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,320,10,23,0.5848375451263538,0.0002,16,128,,,0.1,True,3.5,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,10,11,0.5812274368231047,0.0002,16,128,,,0.1,True,11.9,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,10,17,0.5667870036101083,0.0002,16,128,,,0.1,True,11.4,109483778,104450,0.0954
bitfit,bert-base-uncased,rte,1280,10,23,0.5848375451263538,0.0002,16,128,,,0.1,True,14.8,109483778,104450,0.0954
full_ft,bert-base-uncased,rte,80,1,11,0.5270758122743683,2e-05,16,128,,,0.1,True,0.2,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,1,17,0.5270758122743683,2e-05,16,128,,,0.1,True,0.2,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,1,23,0.5270758122743683,2e-05,16,128,,,0.1,True,0.2,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,1,11,0.5270758122743683,2e-05,16,128,,,0.1,True,0.5,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,1,17,0.5270758122743683,2e-05,16,128,,,0.1,True,0.6,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,1,23,0.5270758122743683,2e-05,16,128,,,0.1,True,0.6,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,1,11,0.5306859205776173,2e-05,16,128,,,0.1,True,1.7,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,1,17,0.5306859205776173,2e-05,16,128,,,0.1,True,1.7,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,1,23,0.5342960288808665,2e-05,16,128,,,0.1,True,1.7,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,2,11,0.5270758122743683,2e-05,16,128,,,0.1,True,0.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,2,17,0.5270758122743683,2e-05,16,128,,,0.1,True,0.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,2,23,0.5270758122743683,2e-05,16,128,,,0.1,True,0.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,2,11,0.5270758122743683,2e-05,16,128,,,0.1,True,1.0,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,2,17,0.5270758122743683,2e-05,16,128,,,0.1,True,1.1,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,2,23,0.5270758122743683,2e-05,16,128,,,0.1,True,0.9,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,2,11,0.5379061371841155,2e-05,16,128,,,0.1,True,3.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,2,17,0.5379061371841155,2e-05,16,128,,,0.1,True,3.2,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,2,23,0.5379061371841155,2e-05,16,128,,,0.1,True,3.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,5,11,0.5270758122743683,2e-05,16,128,,,0.1,True,0.6,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,5,17,0.5270758122743683,2e-05,16,128,,,0.1,True,0.6,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,5,23,0.5306859205776173,2e-05,16,128,,,0.1,True,0.6,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,5,11,0.5306859205776173,2e-05,16,128,,,0.1,True,2.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,5,17,0.5306859205776173,2e-05,16,128,,,0.1,True,2.4,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,5,23,0.5342960288808665,2e-05,16,128,,,0.1,True,2.5,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,5,11,0.5884476534296029,2e-05,16,128,,,0.1,True,8.0,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,5,17,0.5631768953068592,2e-05,16,128,,,0.1,True,8.0,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,5,23,0.555956678700361,2e-05,16,128,,,0.1,True,9.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,10,11,0.5270758122743683,2e-05,16,128,,,0.1,True,1.1,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,10,17,0.5270758122743683,2e-05,16,128,,,0.1,True,1.1,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,80,10,23,0.5306859205776173,2e-05,16,128,,,0.1,True,1.1,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,10,11,0.5379061371841155,2e-05,16,128,,,0.1,True,4.4,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,10,17,0.5306859205776173,2e-05,16,128,,,0.1,True,4.3,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,320,10,23,0.5523465703971119,2e-05,16,128,,,0.1,True,4.5,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,10,11,0.5631768953068592,2e-05,16,128,,,0.1,True,18.0,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,10,17,0.5667870036101083,2e-05,16,128,,,0.1,True,16.4,109483778,109483778,100.0
full_ft,bert-base-uncased,rte,1280,10,23,0.555956678700361,2e-05,16,128,,,0.1,True,17.2,109483778,109483778,100.0
ia3,bert-base-uncased,rte,80,1,11,0.4620938628158845,0.0002,16,128,,,0.1,True,0.2,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,1,17,0.5270758122743683,0.0002,16,128,,,0.1,True,0.2,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,1,23,0.4693140794223827,0.0002,16,128,,,0.1,True,0.2,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,1,11,0.4729241877256318,0.0002,16,128,,,0.1,True,0.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,1,17,0.4693140794223827,0.0002,16,128,,,0.1,True,0.6,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,1,23,0.5270758122743683,0.0002,16,128,,,0.1,True,0.6,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,1,11,0.47653429602888087,0.0002,16,128,,,0.1,True,1.6,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,1,17,0.4584837545126354,0.0002,16,128,,,0.1,True,1.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,1,23,0.5342960288808665,0.0002,16,128,,,0.1,True,1.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,2,11,0.5270758122743683,0.0002,16,128,,,0.1,True,0.3,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,2,17,0.4548736462093863,0.0002,16,128,,,0.1,True,0.3,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,2,23,0.4223826714801444,0.0002,16,128,,,0.1,True,0.3,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,2,11,0.4693140794223827,0.0002,16,128,,,0.1,True,0.9,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,2,17,0.4584837545126354,0.0002,16,128,,,0.1,True,0.9,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,2,23,0.4259927797833935,0.0002,16,128,,,0.1,True,0.9,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,2,11,0.5415162454873647,0.0002,16,128,,,0.1,True,3.0,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,2,17,0.47653429602888087,0.0002,16,128,,,0.1,True,3.0,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,2,23,0.5379061371841155,0.0002,16,128,,,0.1,True,3.0,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,5,11,0.5270758122743683,0.0002,16,128,,,0.1,True,0.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,5,17,0.4151624548736462,0.0002,16,128,,,0.1,True,0.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,5,23,0.4657039711191336,0.0002,16,128,,,0.1,True,0.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,5,11,0.4981949458483754,0.0002,16,128,,,0.1,True,2.4,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,5,17,0.4693140794223827,0.0002,16,128,,,0.1,True,2.4,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,5,23,0.48014440433212996,0.0002,16,128,,,0.1,True,2.5,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,5,11,0.5776173285198556,0.0002,16,128,,,0.1,True,7.3,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,5,17,0.5703971119133574,0.0002,16,128,,,0.1,True,7.4,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,5,23,0.5667870036101083,0.0002,16,128,,,0.1,True,9.7,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,10,11,0.45126353790613716,0.0002,16,128,,,0.1,True,1.0,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,10,17,0.4584837545126354,0.0002,16,128,,,0.1,True,1.0,109512964,29186,0.0267
ia3,bert-base-uncased,rte,80,10,23,0.4620938628158845,0.0002,16,128,,,0.1,True,1.1,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,10,11,0.4693140794223827,0.0002,16,128,,,0.1,True,3.9,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,10,17,0.5270758122743683,0.0002,16,128,,,0.1,True,4.3,109512964,29186,0.0267
ia3,bert-base-uncased,rte,320,10,23,0.5415162454873647,0.0002,16,128,,,0.1,True,4.2,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,10,11,0.5667870036101083,0.0002,16,128,,,0.1,True,18.2,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,10,17,0.5776173285198556,0.0002,16,128,,,0.1,True,14.6,109512964,29186,0.0267
ia3,bert-base-uncased,rte,1280,10,23,0.5631768953068592,0.0002,16,128,,,0.1,True,15.5,109512964,29186,0.0267
lora,bert-base-uncased,rte,80,1,11,0.5270758122743683,0.0002,16,128,8,16,0.1,True,0.2,109780228,296450,0.27
lora,bert-base-uncased,rte,80,1,17,0.4620938628158845,0.0002,16,128,8,16,0.1,True,0.2,109780228,296450,0.27
lora,bert-base-uncased,rte,80,1,23,0.5270758122743683,0.0002,16,128,8,16,0.1,True,0.2,109780228,296450,0.27
lora,bert-base-uncased,rte,320,1,11,0.5306859205776173,0.0002,16,128,8,16,0.1,True,0.5,109780228,296450,0.27
lora,bert-base-uncased,rte,320,1,17,0.5451263537906137,0.0002,16,128,8,16,0.1,True,0.5,109780228,296450,0.27
lora,bert-base-uncased,rte,320,1,23,0.5451263537906137,0.0002,16,128,8,16,0.1,True,0.5,109780228,296450,0.27
lora,bert-base-uncased,rte,1280,1,11,0.49097472924187724,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,rte,1280,1,17,0.5018050541516246,0.0002,16,128,8,16,0.1,True,2.2,109780228,296450,0.27
lora,bert-base-uncased,rte,1280,1,23,0.5487364620938628,0.0002,16,128,8,16,0.1,True,1.9,109780228,296450,0.27
lora,bert-base-uncased,rte,80,2,11,0.5270758122743683,0.0002,16,128,8,16,0.1,True,0.3,109780228,296450,0.27
lora,bert-base-uncased,rte,80,2,17,0.5270758122743683,0.0002,16,128,8,16,0.1,True,0.3,109780228,296450,0.27
lora,bert-base-uncased,rte,80,2,23,0.4729241877256318,0.0002,16,128,8,16,0.1,True,0.3,109780228,296450,0.27
